full_name,age,positions,primary_position,acceleration,sprint_speed,dribbling,short_passing,finishing,stamina,strength,embedding
Craig Mackail-Smith,35,"ST,RW,RM",ST,71,69,59,55,63,75,73,"[-0.22790071368217468, -0.1076766774058342, -0.2096049040555954, -0.34600675106048584, -0.2618449330329895, -0.5106051564216614, -0.16520805656909943, -0.5815412402153015, 0.05457902327179909, -0.0007426664233207703, 0.9621231555938721, -0.32359105348587036, 0.5324278473854065, 0.4011593163013458, 0.09767591953277588, -0.4023328721523285, -0.36830735206604004, 0.05099746957421303, 0.17515961825847626, 0.3404833674430847, 0.33485326170921326, -0.12031497061252594, -0.6618888974189758, -1.1546554565429688, 0.7657598257064819, 0.02931903302669525, -0.6129580140113831, 0.5793148875236511, -0.3743954300880432, 0.04743165522813797, -0.5706435441970825, 0.09288305789232254, 0.49746355414390564, 0.17008176445960999, -0.6054622530937195, 0.6845442056655884, -0.10088807344436646, -0.11173839867115021, -0.5756656527519226, 0.511117696762085, -0.26600852608680725, 0.1839478611946106, 0.09540791064500809, 0.6517472863197327, 0.5372887849807739, 0.3777550458908081, 0.3150254487991333, 0.5079634189605713, 0.7148511409759521, -0.23029936850070953, 0.34257715940475464, 0.19549423456192017, -0.12171649187803268, -0.43102651834487915, -0.4113881587982178, 0.03729063645005226, 0.21775636076927185, -0.28420716524124146, -0.22246333956718445, 0.7887022495269775, -0.46510905027389526, 0.26824814081192017, -0.03824213892221451, -0.13661926984786987]"
Neal Bishop,37,CM,CM,64,60,56,65,58,82,72,"[-0.13024680316448212, 0.3291671574115753, -0.1416454315185547, -0.41679733991622925, -0.16246327757835388, -0.39261874556541443, -0.23942930996418, -0.16158314049243927, 0.025079453364014626, 0.3747231960296631, 0.7038864493370056, -0.16948974132537842, 0.3748164176940918, 0.10663725435733795, 0.48546794056892395, -0.4869067072868347, -0.7308043241500854, -0.27756842970848083, 0.18655221164226532, 0.051375944167375565, 0.23571185767650604, 0.021115241572260857, -0.6728713512420654, -1.1504713296890259, 0.30886030197143555, -0.4302043914794922, -0.7174147367477417, 0.541716992855072, -0.6116700768470764, 0.128807932138443, -0.19654421508312225, -0.1414307802915573, 0.645886242389679, 0.2696184515953064, -0.672819972038269, 0.4853755533695221, 0.16990898549556732, -0.5392429828643799, -0.6716426014900208, 0.5431432127952576, -0.31488803029060364, -0.07263831794261932, -0.11012855172157288, 0.7146906852722168, 0.440175861120224, 0.15268395841121674, 0.08545490354299545, 0.4812982678413391, 0.37270331382751465, -0.118645079433918, 0.4738686680793762, 0.12260493636131287, 0.25995197892189026, -0.20637458562850952, -0.5170266032218933, -0.13405421376228333, 0.4159263074398041, -0.6447340250015259, -0.15188412368297577, 0.29554885625839233, -0.5286837220191956, -0.36031287908554077, 0.1854015439748764, -0.3579263985157013]"
Cristian Ferreira,19,CAM,CAM,65,67,66,70,51,51,47,"[0.2497825175523758, -0.3015202581882477, 0.3198353946208954, 0.3128127157688141, 0.6313467025756836, 0.06960585713386536, 0.5053618550300598, -0.2994363307952881, 0.036254990845918655, -0.4234708249568939, 0.769582986831665, -0.06913293898105621, 1.0068714618682861, 0.09638044238090515, -0.07821346074342728, 0.4644611179828644, 0.28641754388809204, -0.4563075006008148, -0.3870932459831238, 0.43479856848716736, 0.782055675983429, 0.4217125475406647, -0.9227666854858398, 0.14199236035346985, -0.08479361236095428, 0.7940217852592468, -0.7151266932487488, 0.7348780035972595, 0.22061607241630554, 0.2585824728012085, -0.27309274673461914, 0.40413445234298706, -0.5670825839042664, 0.20327244699001312, -0.11665567755699158, -0.2617676556110382, 0.5345569252967834, -0.36654725670814514, 0.07296531647443771, 0.1072096899151802, 0.3782777488231659, -0.3243660628795624, -0.49789899587631226, 0.5342804193496704, 0.2648259401321411, -0.10570041835308075, -0.9426229000091553, -0.3088514506816864, -0.25744253396987915, 0.01237743441015482, 0.06345458328723907, 0.5372815728187561, 0.1440129578113556, 0.15393704175949097, 0.15082748234272003, -0.3426932096481323, -0.36886608600616455, -0.5893279314041138, -1.0306535959243774, -0.025605276226997375, -0.051306772977113724, 0.25453323125839233, 0.014802910387516022, -0.622299313545227]"
Juan David Valencia Arboleda,25,GK,GK,52,50,17,28,13,39,53,"[1.00468909740448, 0.503146767616272, -0.20993024110794067, 0.14660146832466125, 0.9969981908798218, -0.30364173650741577, -0.17981518805027008, -0.5769665241241455, -0.1644781231880188, -0.1795697659254074, 0.04144161567091942, -0.09913413226604462, -0.19479723274707794, 0.13506849110126495, 0.13316038250923157, 0.05737612769007683, -0.013973944820463657, 0.14160732924938202, -0.3005819022655487, -0.14182919263839722, 0.20427152514457703, -0.20955324172973633, -0.33520573377609253, -0.036757513880729675, -1.1640411615371704, -0.4365403950214386, -0.6459454298019409, -0.3339706361293793, -0.6990362405776978, -0.03976023569703102, -1.083345651626587, 0.61795973777771, -0.2239135205745697, -0.2909862697124481, -0.8141087889671326, -0.2278776913881302, 0.6580902338027954, -0.16655775904655457, -0.6277074217796326, 0.23564186692237854, 0.385916531085968, 0.2564055323600769, 0.7862601280212402, 0.2839645743370056, 0.48610720038414, -0.10723651200532913, -0.7728403210639954, -0.1734561324119568, -0.1378597915172577, -0.37671613693237305, -0.2735826075077057, 0.43656590580940247, -0.627478837966919, -0.2028193473815918, -0.06624006479978561, -0.8014033436775208, 0.58174067735672, -0.6773986220359802, -0.8115564584732056, 0.4379351735115051, -0.6429020762443542, 0.07276955991983414, -0.23705627024173737, -1.1222249269485474]"
Lars Nieuwpoort,24,CB,CB,65,67,57,61,28,66,72,"[0.6512259840965271, -0.05893630534410477, 0.36308446526527405, -0.2700076103210449, 0.5894253849983215, 0.0013024305226281285, 0.07835958898067474, -0.03878884017467499, -0.23420649766921997, -0.06159740313887596, -0.045714158564805984, -0.06804779917001724, -0.08502507954835892, -0.8388882279396057, -0.1603359878063202, 0.03582112118601799, -0.10055403411388397, -0.3789796531200409, -0.6212371587753296, 0.6097834706306458, 0.715467095375061, 0.2397264689207077, -0.09103497862815857, 0.10648908466100693, -0.42763036489486694, -0.045321375131607056, -0.18870951235294342, 0.1747802495956421, 0.015968943014740944, -0.7115305066108704, 0.5497053861618042, -0.4817064702510834, 0.49856916069984436, -0.10671483725309372, -0.7542866468429565, -0.09978955239057541, -0.26803985238075256, 0.3667903244495392, -0.2926723062992096, 0.5440741181373596, 0.8797680735588074, 0.49323374032974243, -0.6979894638061523, 0.24332450330257416, 0.9600849747657776, -0.03487326577305794, -0.4531587064266205, 0.2710292935371399, -0.0848754271864891, 0.5014159679412842, -0.1276862621307373, 0.2169078141450882, 0.5976914763450623, 0.017887527123093605, 0.06748043745756149, -0.5317975282669067, -0.1447046548128128, -0.8384385704994202, -0.7755342721939087, 0.5444909930229187, -0.7673136591911316, 0.5491033792495728, -0.005480852443724871, -0.3417588770389557]"
Rene Antonio Melendez Plaza,20,"CAM,LM",CAM,74,70,59,72,44,68,59,"[-0.19287198781967163, -0.10617253929376602, 0.597534716129303, 0.11247514933347702, 0.7297886610031128, -0.15063394606113434, -0.3138844072818756, -0.2779134213924408, -0.6288954615592957, -0.6173814535140991, 0.7963064312934875, 0.10603684186935425, 0.9429948925971985, -0.17134207487106323, 0.2928682863712311, 0.30684933066368103, -0.1791112720966339, 0.16510964930057526, -0.21730555593967438, 0.4420842230319977, 0.11345051974058151, -0.21227070689201355, -0.5623135566711426, -0.09498266875743866, -0.5607377290725708, 0.9325630068778992, -0.8652048110961914, 0.6634956002235413, 0.27374884486198425, -0.1858581304550171, 0.0785435363650322, 0.23275010287761688, -0.0038716751150786877, 0.23964370787143707, -0.1602672040462494, -0.4329240918159485, -0.038296889513731, 0.14338234066963196, 0.413282573223114, 0.253467321395874, 0.4388566315174103, -0.29692089557647705, -0.42296987771987915, 0.7715620398521423, 0.05882388353347778, -0.13447296619415283, -0.3886202871799469, -0.2236381322145462, -0.5423463582992554, 0.7548480033874512, -0.20196682214736938, -0.03187962993979454, -0.04578322544693947, 0.3763161301612854, 0.43858563899993896, -0.23644955456256866, -0.23585981130599976, -0.680446445941925, -0.7088828682899475, 0.22045712172985077, -0.8051475882530212, -0.08642775565385818, -0.005609532352536917, -0.47387686371803284]"
Mickaël Malsa,23,"CM,CDM",CM,68,69,58,72,39,75,57,"[0.12642216682434082, -0.2463911473751068, 0.46693354845046997, 0.1427275687456131, 0.2585906982421875, 0.0747147724032402, -0.11741544306278229, -0.16303853690624237, 0.2010161429643631, -0.33189141750335693, 0.7952719926834106, -0.05117150768637657, 0.40327009558677673, -0.6045491695404053, 0.7113320231437683, 0.32393431663513184, -0.41860058903694153, -0.09447379410266876, 0.1431676149368286, 0.17948049306869507, 0.31004446744918823, -0.4564433693885803, -0.26043230295181274, 0.22980456054210663, -0.849635899066925, 0.4241468906402588, -0.7340943813323975, 0.5452234148979187, 0.3696994185447693, 0.08950046449899673, -0.03883994370698929, 0.2453111857175827, 0.17058946192264557, -0.5362032055854797, 0.0006980820326134562, -0.28306522965431213, -0.01416112296283245, 0.03173724561929703, -0.16835997998714447, -0.0006523359916172922, 0.6153497695922852, -0.4521453082561493, -0.5923226475715637, 0.6382186412811279, -0.10426890105009079, 0.058130111545324326, -0.1666654795408249, -0.471117228269577, -0.4180668294429779, 0.6109017729759216, -0.04439447075128555, -0.23376254737377167, 0.2818980813026428, 0.23097558319568634, 0.240319162607193, 0.17666934430599213, -0.31646737456321716, -1.02388596534729, -0.7633938193321228, -0.12351996451616287, -0.6314748525619507, 0.2501375675201416, -0.03776320070028305, -0.9620786905288696]"
Conor Shaughnessy,22,"CB,CDM",CB,62,66,52,61,31,67,73,"[0.2768474817276001, -0.34308284521102905, 0.8646114468574524, -0.03742320090532303, 0.4266330301761627, 0.03292311728000641, -0.17010290920734406, 0.03776907920837402, -0.2398492991924286, -0.17115144431591034, 0.16062556207180023, -0.020242726430296898, 0.0330054797232151, -0.7952520847320557, -0.2619021236896515, 0.20736628770828247, 0.023001063615083694, -0.17783497273921967, -0.7526698112487793, 0.6479902863502502, 0.5235038995742798, 0.2723136842250824, -0.30135202407836914, 0.05675359442830086, -0.29170721769332886, 0.05374148115515709, -0.2773440480232239, -0.24911971390247345, 0.06271717697381973, -0.5615572929382324, 0.35896340012550354, 0.05797731131315231, 0.166676864027977, 0.055781107395887375, -0.7556430697441101, 0.13794401288032532, -0.2654344439506531, 0.5905879139900208, -0.12129957973957062, 0.6914426684379578, 0.5826049447059631, 0.3109118640422821, -0.7339797019958496, 0.5264443755149841, 0.7010624408721924, -0.2293851673603058, -0.09041555225849152, -0.03874862194061279, -0.680504560470581, -0.13419818878173828, 0.04496586322784424, 0.09525509178638458, 0.45306041836738586, -0.2593066692352295, -0.06558499485254288, -0.7690842747688293, 0.2062886357307434, -0.2830163836479187, -0.9397324919700623, 0.47351208329200745, -0.9716030955314636, 0.30403581261634827, -0.27208632230758667, -0.6266143918037415]"
Emmanuel González Rodríguez,27,"CDM,CB,CM",CDM,55,54,43,65,35,75,78,"[0.3695541024208069, -0.06497874855995178, 0.5428877472877502, 0.19653059542179108, 0.09001456946134567, 0.27099326252937317, 0.32767167687416077, 0.03729142248630524, -0.21077680587768555, 0.8667982220649719, -0.22302572429180145, -0.10737219452857971, 0.35862332582473755, -0.8898510336875916, 0.35433417558670044, -0.04684467986226082, -1.0413100719451904, -0.2553436756134033, -1.2075068950653076, 0.6582050919532776, 0.4781635105609894, 0.4456634223461151, -0.35469913482666016, -0.8165183663368225, 0.09026897698640823, -0.6173366904258728, 0.023691995069384575, 0.12031760811805725, 0.10595636069774628, -0.12218383699655533, -0.08585534244775772, 0.32280904054641724, -0.1353231966495514, 0.055369313806295395, 0.18323667347431183, 0.3864477276802063, 0.08693420886993408, 0.09924795478582382, 0.189081072807312, 0.34698328375816345, -0.04453860595822334, 0.16247524321079254, 0.31502485275268555, 0.17219187319278717, 0.8131430745124817, 0.3394607603549957, -0.3494485318660736, 0.0329277403652668, -0.4136665165424347, 0.4243890643119812, 0.5109297633171082, 0.6799383163452148, 0.23775501549243927, -0.476713627576828, -0.6299822330474854, -0.5860445499420166, 0.13613109290599823, -0.45703762769699097, -0.45446863770484924, 0.34530267119407654, -0.9252235889434814, 0.04168521240353584, 0.4967765212059021, -0.2573033273220062]"
Jesper Rask,30,GK,GK,36,31,13,17,14,22,68,"[1.2458139657974243, 0.1856161504983902, 0.32601889967918396, -0.3160547912120819, 0.5034921169281006, -0.15497596561908722, 0.9053897857666016, -0.5702049136161804, -0.40973174571990967, 0.019365079700946808, -0.034479428082704544, 0.20116622745990753, 0.18622127175331116, 0.22728727757930756, 0.32103341817855835, -0.1347791999578476, -0.42884349822998047, 0.13421063125133514, -0.9203153848648071, -0.7240192294120789, 0.4284135699272156, 0.5313891768455505, -0.7242287397384644, -0.197047159075737, -0.44225290417671204, -0.490625262260437, -0.20266781747341156, -0.10140544921159744, -0.975792407989502, -0.016070527955889702, -1.1741429567337036, 0.6469595432281494, -0.04054434970021248, 0.2457909882068634, -0.21847061812877655, -0.42079174518585205, -0.31891095638275146, 0.1626797616481781, -0.5835686326026917, 0.2504255771636963, 0.11156431585550308, -0.14787910878658295, 0.6576194167137146, 0.4421572983264923, 0.5718507170677185, -0.39330899715423584, -0.6649923920631409, 0.22959303855895996, -0.3310890793800354, 0.05067741498351097, 0.24355843663215637, -0.042383480817079544, -0.41389432549476624, -0.29993343353271484, 0.37820908427238464, -0.26355138421058655, 0.6514936685562134, -0.318085253238678, -0.20914974808692932, 1.0621306896209717, -0.6738043427467346, -0.3026883006095886, -0.7704751491546631, -0.7203983068466187]"
Manuel Martic,23,"CDM,CM",CDM,70,64,54,67,45,61,86,"[0.8004003763198853, -0.4267432987689972, 0.6792502999305725, -0.5608615279197693, 0.027374302968382835, 0.10421259701251984, -0.3511902093887329, 0.6948139667510986, -0.3373996615409851, -0.028124019503593445, -0.21237747371196747, -0.010239263996481895, 0.3216535449028015, -0.3389171063899994, 0.13383769989013672, 0.3413125276565552, 0.17642763257026672, -0.008905374445021152, -0.4388785660266876, 0.36489588022232056, 0.46883755922317505, 0.010748470202088356, -0.9611037969589233, -0.3543168902397156, 0.14761649072170258, 0.4232839345932007, -0.23327696323394775, -0.5683001279830933, 0.12005350738763809, -0.16969193518161774, 0.36976274847984314, -0.8597068786621094, 0.2936769127845764, 0.002045107539743185, -0.17738524079322815, 0.03922083228826523, -0.34518998861312866, -0.5772939920425415, -0.2974364757537842, 0.29670506715774536, 0.02381874807178974, 0.8083431720733643, 0.036275170743465424, 0.6542971134185791, 0.27160125970840454, -0.26847803592681885, -0.3514135181903839, 0.4166344106197357, -0.575742781162262, 0.07834876328706741, 0.18491454422473907, -0.26604121923446655, -0.024349788203835487, -0.11888705939054489, -0.19441840052604675, -0.3456937074661255, 0.01633695885539055, -0.23787280917167664, -0.4696934223175049, -0.2758593261241913, -1.4050461053848267, 0.6815454959869385, 0.1785905361175537, -0.6203910112380981]"
Tom Pett,27,"CAM,CM,LM",CAM,75,71,63,65,55,75,49,"[-0.4635973572731018, -0.3107791841030121, -0.17885573208332062, 0.28222909569740295, 0.28250229358673096, -0.27899062633514404, 0.04635696858167648, -0.9125049114227295, 0.49746131896972656, -0.26068150997161865, 0.523841381072998, -0.2511685788631439, 0.31311914324760437, 0.4549465775489807, 0.2048081010580063, 0.4078131318092346, -0.748184084892273, -0.31177663803100586, -0.36826032400131226, 0.13243421912193298, 0.6076220870018005, -0.34755271673202515, -0.5246806144714355, 0.2040664702653885, -0.8172573447227478, -0.3103339374065399, -0.5868257284164429, 0.5256364941596985, 0.028917115181684494, -0.336786150932312, -0.7305872440338135, -0.38057687878608704, -0.1702672690153122, -0.17317424714565277, 0.5146568417549133, -0.11132238060235977, 0.4552627503871918, 0.11874819546937943, -0.00940646417438984, -0.35428157448768616, 0.21843601763248444, 0.010063105262815952, -0.8237837553024292, 0.38868603110313416, 0.1436924934387207, 0.03958694264292717, 0.2818252742290497, -0.13980704545974731, -0.0489833801984787, -0.20590199530124664, 0.627802312374115, 0.20895515382289886, 0.16169248521327972, 0.36056286096572876, -0.25836294889450073, 0.1305757761001587, -0.28876036405563354, -0.8020364046096802, -0.3528289198875427, 0.33834248781204224, -0.5641143918037415, -0.6870179176330566, -0.1065131425857544, -1.2455193996429443]"
惠家康,30,"LW,LM",LW,70,73,65,68,60,70,59,"[-0.604636549949646, -0.10108461230993271, 0.12582719326019287, -0.05964404344558716, -0.10013287514448166, -0.5905122756958008, 0.19997815787792206, -0.9010388851165771, 0.6564759612083435, -0.5671992897987366, 0.17769519984722137, -0.7287022471427917, 0.0932101383805275, 0.44259917736053467, -0.42702820897102356, -0.015154873952269554, -0.7075644731521606, -0.07685118913650513, 0.0200077872723341, -0.17495831847190857, 0.37825173139572144, -0.2474845051765442, -0.4560118317604065, -0.08831960707902908, -0.2546326518058777, 0.0266257356852293, -0.9239324927330017, 0.6654771566390991, -0.5060082077980042, -0.15485364198684692, -0.5956821441650391, -0.719545304775238, 0.3561075031757355, 0.03580722212791443, 0.28123563528060913, 0.5430096387863159, 0.20461249351501465, 0.4002681076526642, -1.0009950399398804, 0.24863219261169434, -0.03073161654174328, -0.20783284306526184, -0.5358080863952637, -0.07441509515047073, -0.04778952896595001, -0.051751215010881424, 0.30389317870140076, 0.003932790830731392, 0.2921314537525177, -0.35432979464530945, 0.49857309460639954, 0.5546056628227234, 0.28235357999801636, 0.1395159363746643, -0.4817236065864563, -0.428158164024353, 0.7296933531761169, -0.48100602626800537, -0.3735387921333313, 0.5521807074546814, -0.647860050201416, -0.11189629137516022, -0.37255001068115234, -0.5827928781509399]"
