full_name,positions,overall_rating,age,acceleration,sprint_speed,dribbling,short_passing,finishing,stamina,strength,embedding
Tass Mourdoukoutas,CB,55,20,64,62,31,47,26,60,67,"[1.9591847658157349, -0.023434270173311234, 0.3423692584037781, 0.5628281831741333, -0.18128181993961334, 0.303406685590744, 0.51341313123703, 0.004530399572104216, 0.9480892419815063, 0.3441273272037506, 0.12343453615903854, 1.1258585453033447, -0.07147417217493057, 0.12113114446401596, -0.456647127866745, 0.07943753898143768, 0.053195398300886154, -1.1928740739822388, 0.19043199717998505, -0.373346745967865, -0.5466764569282532, -0.8338718414306641, -0.6564121842384338, 0.3075777292251587, 0.2841850221157074, 0.3929368555545807, 0.08407992869615555, -0.3966692388057709, -0.6577069163322449, -0.542980968952179, 0.46124327182769775, -0.17862176895141602, -0.10675905644893646, 0.24584689736366272, 0.43564000725746155, 0.7267493605613708, 0.01926719769835472, -0.584679901599884, -0.9894204139709473, 0.10719381272792816, -0.3590783476829529, 1.2761210203170776, -0.032871074974536896, 1.1364368200302124, 0.34192371368408203, -0.1814172863960266, 0.32914113998413086, -0.5362452864646912, 1.2150250673294067, 0.9554738998413086, 0.23345668613910675, 0.20556193590164185, 0.19429157674312592, 0.15238577127456665, -0.7840809226036072, -0.5974499583244324, 0.5650175213813782, 0.08754771947860718, 0.7465394735336304, -0.15842586755752563, -0.018278488889336586, 0.4729554355144501, 1.2128627300262451, 0.04581250250339508]"
Rakan Al Najjar,GK,55,23,26,38,19,38,17,30,67,"[0.7979825139045715, 1.6568440198898315, -0.14844249188899994, -0.3747161328792572, 0.32778462767601013, 0.47133293747901917, -0.1430039405822754, 0.9196569919586182, 0.5752358436584473, 0.41942474246025085, -0.9894415140151978, 0.11710207164287567, -0.16312389075756073, -0.4288509786128998, 0.7619987726211548, -0.3990131616592407, -0.023237962275743484, -0.4471058249473572, 0.7174596786499023, 1.0806167125701904, -0.03460270166397095, 0.1380218267440796, -0.870509922504425, 0.19175320863723755, 0.9473026394844055, 0.2726382911205292, 0.01925875060260296, -0.5199751853942871, -0.07763726264238358, -0.33361175656318665, 0.4197973608970642, 0.16733375191688538, -1.4346603155136108, -0.2138025313615799, 0.6603679060935974, 0.18364317715168, -0.43713441491127014, 0.4755331873893738, -0.5273504853248596, -0.1126885712146759, 0.598589301109314, 0.8263232707977295, 0.21380914747714996, 0.6542660593986511, -0.2718184292316437, 0.20915499329566956, 0.4649956226348877, -0.27693992853164673, 1.5737385749816895, -0.7319536805152893, -0.3829893171787262, -0.5593374371528625, 0.8728883862495422, -0.0024657873436808586, 0.40942004323005676, -0.8891725540161133, 1.6346476078033447, -0.6578307151794434, 0.6449214220046997, -0.3563234508037567, -0.13576890528202057, 0.6939854025840759, 0.8505708575248718, -0.004980337806046009]"
Kalle Taimi,"RB,CB",55,27,65,55,50,45,41,56,76,"[1.1167713403701782, 0.529043972492218, 0.614040195941925, -0.1374693512916565, 0.07823815196752548, 0.7642634510993958, 0.23953159153461456, -0.6774715185165405, -1.0802173614501953, 0.37751224637031555, 0.30039459466934204, 0.5405018329620361, 0.033644553273916245, 0.2092733532190323, -0.16713598370552063, -0.4581238031387329, 0.4541095197200775, 0.03542632982134819, 0.07873410731554031, -0.3953843414783478, -0.5565640926361084, 0.057257525622844696, 0.014816776849329472, 0.7153335809707642, 0.06858216971158981, 0.8260550498962402, -0.5150353908538818, 0.27783018350601196, -0.2712063491344452, 0.2332112193107605, 1.0428215265274048, -0.4257396459579468, 0.2929832339286804, -0.45601505041122437, 0.20747551321983337, 0.8185907006263733, 0.361280620098114, 0.7922183275222778, -0.5786779522895813, 0.07770226895809174, -0.08387484401464462, 0.22143256664276123, -1.4821423292160034, 0.5244640707969666, 0.3236222267150879, -0.2446337640285492, -0.9647248387336731, -0.6486154794692993, 0.3426751494407654, 0.005061453673988581, 0.2252667099237442, -0.8350437879562378, 0.25832825899124146, 0.018773719668388367, 0.4366661310195923, -0.5043945908546448, 1.1202508211135864, 0.43642458319664, 0.7754088044166565, -0.17882773280143738, -0.2377919703722, -0.1745370477437973, 0.2910889983177185, 0.01801474578678608]"
David Pipe,"RWB,RB",55,35,57,54,45,56,21,66,85,"[1.279125690460205, 0.781903862953186, 0.8985838890075684, -0.6165565252304077, 0.029330039396882057, 0.5941387414932251, -0.34181129932403564, -0.006112044211477041, -0.08177928626537323, 0.9095414280891418, 0.6150330901145935, 0.009110813960433006, -0.4470363259315491, 0.8095504641532898, -0.16607260704040527, -1.427531361579895, -0.2800275981426239, -0.5700236558914185, -0.09848836809396744, 0.26236146688461304, -0.07365728914737701, -0.126752570271492, -0.39520129561424255, -0.2643623948097229, -0.10093648731708527, 0.6322194933891296, 0.23616619408130646, -0.44227612018585205, -0.6655574440956116, 0.7829322814941406, 1.3128936290740967, -0.03225935250520706, -0.03846866637468338, -0.297995388507843, 0.023182503879070282, 0.3334697186946869, 0.8259316682815552, 0.7719911932945251, -0.6829096674919128, 0.467888742685318, -0.2435946762561798, 0.7333174347877502, -0.6061495542526245, 0.3749099671840668, 0.6167207360267639, 0.15007907152175903, 0.7506541013717651, 0.1483178436756134, 0.02180432714521885, 0.5248923897743225, 0.14276772737503052, -0.4444384276866913, 0.19692304730415344, 0.4592781364917755, 0.7143693566322327, -0.47208699584007263, 0.9454535245895386, 0.2321355938911438, -0.0037103265058249235, -0.2885352671146393, 0.11938465386629105, -0.24255885183811188, -0.1800297200679779, -0.09254339337348938]"
Joonas Vahtera,"CAM,RW",55,23,70,74,59,58,47,57,53,"[-0.006860755849629641, -0.00285761128179729, -0.00592735456302762, 0.004551590885967016, -0.005452997982501984, 0.0018998427549377084, -0.0014752219431102276, -0.005315816029906273, -0.0036023766733705997, 0.005036368500441313, 0.0007142744143493474, -0.004107600077986717, -0.0008882918627932668, -0.0012241764925420284, 0.0002847798459697515, 0.007008829619735479, -0.006562346592545509, -0.0014255096903070807, -0.00023729942040517926, -0.0011756017338484526, 0.0008945529698394239, -0.001747508067637682, 0.0030223482754081488, -0.0014992279466241598, -0.0032943719998002052, -0.0032357166055589914, -0.005611708853393793, -0.005983905401080847, 0.002797431778162718, 0.0002608879585750401, 0.007735130842775106, -0.005749856121838093, 0.006741466466337442, 0.004430161789059639, -0.004087668377906084, 0.0022052740678191185, -0.003070475999265909, 0.005329525098204613, 0.007589910179376602, -0.0007932132575660944, -0.007697992026805878, -0.006076723802834749, -0.0006852213991805911, -0.00014430368901230395, 0.002214741427451372, 0.0040538134053349495, 0.0020622671581804752, -0.0071067833341658115, 0.0035342739429324865, -0.0037621597293764353, -0.004262103699147701, 0.0069796680472791195, 0.002169498708099127, -0.0013901034835726023, 0.003180780680850148, 0.007690927945077419, -0.007521522231400013, 0.007161366753280163, 0.003492132294923067, -0.0009570111287757754, -0.0002912774507422, -0.001731540192849934, 0.0017102268757298589, 0.00706966919824481]"
Steven Boyd,ST,55,21,50,55,49,47,59,53,39,"[2.0431456565856934, 0.11103665083646774, -0.4252496361732483, -0.5457012057304382, 0.04047856479883194, 0.08638104051351547, 0.27228251099586487, -0.6126301884651184, -0.018208259716629982, 0.7917744517326355, -0.43083706498146057, 0.8019517064094543, -0.26571163535118103, 0.15227364003658295, -0.40061691403388977, -0.24193242192268372, 0.2981775999069214, -0.05419320985674858, 0.5903061628341675, 1.3662002086639404, -0.4176631569862366, 1.0260120630264282, 0.6576378345489502, -0.7339022159576416, 0.4511808753013611, -0.07416515797376633, 0.2284582257270813, -0.4464704394340515, -0.4640312194824219, -0.4823800027370453, 0.8121560215950012, -1.1404646635055542, -0.7909174561500549, -0.3378882110118866, 0.7990235090255737, -0.06360606104135513, 0.2625989317893982, 0.2522260844707489, -1.3153650760650635, -0.07682512700557709, 0.4907640814781189, 0.11067397147417068, 0.08645268529653549, 0.12420298904180527, 0.8706592321395874, -0.6978870630264282, 0.9773473739624023, -0.17039421200752258, 0.3678995966911316, 0.20174814760684967, 0.20254755020141602, -1.3464581966400146, 0.1444929987192154, -0.26637527346611023, 0.41418081521987915, -0.507939338684082, 0.41282302141189575, 0.5845400094985962, 0.5505214333534241, 0.03719953075051308, -0.5821019411087036, -0.4613930284976959, -0.03370168060064316, 0.4927191138267517]"
Ken Nkuba Tshiend,"RW,LW",55,17,78,73,71,46,31,35,37,"[0.7206365466117859, 0.559889018535614, 0.8966580033302307, 0.07323052734136581, -0.09632180631160736, 0.39316514134407043, 0.20386537909507751, -0.30355167388916016, -0.03247031569480896, 0.9799084663391113, -0.9890776872634888, 0.3815801441669464, -0.43289193511009216, -0.16761521995067596, -0.004474669229239225, -0.11989617347717285, 0.7243167161941528, -0.6332334280014038, 0.1444721817970276, -0.20288068056106567, -0.5447295904159546, 0.2577049434185028, -0.09161784499883652, 0.5377786159515381, 1.4575682878494263, 0.2712441384792328, -0.05281568318605423, 0.3647398054599762, -0.05776261165738106, -0.6080687642097473, -0.24705444276332855, 0.2398187518119812, -0.09983979910612106, 0.8934157490730286, 0.2187718152999878, 0.14618299901485443, -0.22089986503124237, 0.23083087801933289, -0.2752588093280792, 0.22051095962524414, 0.30779701471328735, 0.46500450372695923, 0.5304663777351379, 0.8322424292564392, 0.19744116067886353, 0.5859616994857788, -0.06364734470844269, -0.34591108560562134, 0.5157865285873413, -0.1264304369688034, 0.23821580410003662, -0.3438110649585724, 1.344801902770996, -0.20957787334918976, 0.11752180755138397, 0.4560840129852295, 0.575963020324707, 0.1376846432685852, 0.9848166108131409, 0.6216639280319214, -1.0289024114608765, -0.1846548616886139, -0.44078460335731506, 0.17124813795089722]"
Ryan Clampin,"LB,LM,LWB",55,20,78,82,56,48,41,71,47,"[1.1571272611618042, 1.4048752784729004, 0.260470986366272, -0.9580866694450378, 0.3611031472682953, 0.046501144766807556, 0.08835539221763611, 0.573036253452301, 1.0785691738128662, 1.0347251892089844, -0.43271249532699585, 0.11486157029867172, 0.37115827202796936, 0.4990476071834564, 0.562885582447052, -0.39272427558898926, -0.09076985716819763, -0.14607925713062286, -0.28019773960113525, -0.11755028367042542, -0.34937164187431335, -0.1847737431526184, 0.5992923974990845, 0.6587236523628235, 0.2574992775917053, 0.40842393040657043, 0.35978928208351135, -0.8876459002494812, 0.5421829223632812, -0.23504450917243958, -0.18421006202697754, 0.04366619884967804, -0.03990048170089722, -0.4686404764652252, 0.061430662870407104, 0.29639726877212524, 0.4880542457103729, -0.34430164098739624, -0.7844253778457642, 0.47032177448272705, -0.19034768640995026, -0.08484102040529251, -0.4120568335056305, 0.6291333436965942, 0.27883997559547424, -0.949062705039978, -0.12453949451446533, 0.11623495817184448, 1.063801646232605, -0.36980316042900085, 0.6105998754501343, -0.271838515996933, -0.07075517624616623, -0.42666274309158325, 0.2397955358028412, -0.21454568207263947, 0.6472863554954529, 0.20314736664295197, -0.062587209045887, 0.6876843571662903, -0.5753327012062073, -0.047659732401371, 0.4838143289089203, -0.1512979418039322]"
Jonas Dakir,GK,55,21,18,18,6,23,7,21,53,"[1.4616799354553223, 1.306131362915039, 0.5177381038665771, 0.1914461851119995, -0.6149019002914429, -0.4518449902534485, 0.5295265316963196, 0.982825517654419, -0.32539036870002747, 0.45067042112350464, 0.0724412202835083, 1.279561161994934, 0.5545601844787598, 0.22939515113830566, -0.7582384943962097, -0.2874772846698761, 1.1166797876358032, 0.7457254528999329, -0.1555953025817871, 0.4378454387187958, -0.048528119921684265, 0.7071433663368225, 0.6905328631401062, -0.13005885481834412, 0.6976296901702881, 0.6414349675178528, 0.8287479877471924, -0.05657966807484627, -1.1355727910995483, 0.01193021610379219, 0.014732127077877522, 0.07985792309045792, -0.4891324043273926, -0.7061471939086914, 0.5955410003662109, 0.4173603355884552, -0.634468138217926, 0.3278358578681946, -0.8094027638435364, -0.3604249358177185, 0.6319092512130737, -0.0023889937438070774, -0.3405669033527374, 1.6541954278945923, 0.6448050737380981, 0.6056422591209412, 0.5736970901489258, -0.6689655184745789, 1.3359295129776, -0.2546675503253937, -0.04880185052752495, -0.05348329618573189, 0.5576396584510803, -0.68364417552948, 0.19422157108783722, -0.3805808424949646, 0.6531282663345337, 0.009012974798679352, -0.6832264065742493, -0.22181475162506104, -0.24855537712574005, -0.05037374794483185, 0.3170163035392761, -0.5079570412635803]"
Harry Pickering,LB,55,20,66,62,48,50,31,63,65,"[1.742822289466858, 0.23889683187007904, 0.19212742149829865, -0.4734515845775604, -0.8162564635276794, 0.12261847406625748, 0.16918231546878815, -0.2932908236980438, -0.3774799406528473, 0.18051716685295105, -0.21920229494571686, 0.2531137466430664, 0.06744596362113953, -0.25414878129959106, -0.07049762457609177, 0.1314578652381897, -0.2744531035423279, -0.46955570578575134, 0.5159383416175842, 0.10141704231500626, 0.39926186203956604, 0.6201051473617554, 0.04398607835173607, -0.012138434685766697, 0.8167898058891296, -0.3223941922187805, -0.11833830922842026, -0.332891047000885, 0.172188863158226, 0.0266590416431427, 0.7748740315437317, -0.2730753719806671, -0.8406661152839661, -0.386759877204895, 0.6380248069763184, -0.03279384598135948, 0.08912086486816406, -0.2954244613647461, 0.8412631750106812, -0.048529911786317825, -0.40403008460998535, 1.120161533355713, 0.4029589891433716, 0.9047393202781677, 0.4450300633907318, -0.11020934581756592, -0.21254763007164001, -0.16192284226417542, 0.8466360569000244, -0.36249521374702454, 0.6294279098510742, -0.18524104356765747, 0.770965576171875, 0.4021129310131073, 0.11825598031282425, -0.4408060908317566, 0.27210697531700134, -0.05626211687922478, 0.13221332430839539, -0.1438782662153244, -0.20414236187934875, 0.13930679857730865, 0.7175209522247314, 0.15682724118232727]"
Meinhard Olsen,LM,55,21,70,68,57,51,50,55,63,"[-0.006874753162264824, -0.007616299204528332, 0.0050566173158586025, 0.0017828469863161445, 0.005517411977052689, -0.002334721852093935, -0.004832156002521515, 0.0032816617749631405, 0.007024560123682022, 0.004385268781334162, 0.0041862064972519875, -0.0011980857234448195, 0.006526611745357513, -0.003842068137601018, -0.00452344911172986, -0.007671009749174118, 0.0020942194387316704, 0.0035120705142617226, -0.005330137442797422, -0.006886477116495371, 0.0015547404764220119, 0.0010642005363479257, -0.003417686792090535, -0.0030643679201602936, 0.0008755341987125576, -0.0027462856378406286, 0.0029865538235753775, 0.0010816892609000206, -0.006083753425627947, 0.0036751306615769863, -0.0008915130165405571, 0.0039923288859426975, 0.0060623097233474255, 0.007214994635432959, -0.0017287589143961668, -0.007808558642864227, -0.0027055228129029274, 0.004861765541136265, 0.0006760428077541292, -0.007317342329770327, 0.0017488646553829312, 0.004456074442714453, -0.004227777011692524, -0.006497600581496954, -0.001721376902423799, 0.004161070100963116, 0.0036506333854049444, 0.0022969187702983618, 0.00556706078350544, -0.004691833630204201, 0.005646351724863052, 0.0038948708679527044, 0.000337777630193159, 0.003137413179501891, 0.0047326586209237576, -0.000873128476087004, -0.0005898931412957609, -0.0059461211785674095, 0.00732893031090498, 0.002349188784137368, -0.005492018535733223, -0.004263120703399181, -0.007669736631214619, 0.0005101682618260384]"
Marius Augdal,CM,55,24,62,64,58,62,39,47,43,"[1.009387493133545, 0.47786009311676025, 0.9843162298202515, -0.09318527579307556, -0.030837055295705795, -0.7029734253883362, 0.11182773113250732, 0.3188879191875458, 0.6483625173568726, 0.053191471844911575, 0.1201777383685112, 0.6490594148635864, 0.02427740953862667, 1.188671350479126, 0.4921312928199768, -0.19474723935127258, 1.0982882976531982, -0.10346104204654694, 0.06337544322013855, 0.2555692493915558, -0.21539272367954254, 0.15012986958026886, -0.005009733140468597, 0.3108929395675659, 0.8399705290794373, 0.3199513554573059, 0.10170259326696396, -0.5127015709877014, -0.6138712763786316, 0.4338315725326538, 0.41666319966316223, -0.6313468217849731, -0.49535292387008667, 0.8521233797073364, -0.4903380572795868, 0.13609260320663452, -0.5039100646972656, 0.5491863489151001, 0.39200201630592346, 0.48362165689468384, -0.5843940377235413, 1.367724895477295, -1.302308440208435, 1.6933685541152954, 0.860314667224884, -0.7736396789550781, 0.4989832639694214, -0.5540878176689148, -0.06461242586374283, 0.4898872673511505, -0.6057062149047852, 0.04730222374200821, 1.2288340330123901, -0.1886080950498581, 0.6206657290458679, -1.013987421989441, 0.8151413798332214, -0.7942103147506714, 1.1810564994812012, -0.7297781109809875, 0.1778685450553894, -0.2031233310699463, -0.4486176073551178, -0.1294531226158142]"
Kasper Thiesson Kristensen,GK,55,19,25,33,7,16,8,19,43,"[1.4929322004318237, 1.2886834144592285, 0.5672280192375183, 0.20025634765625, -0.6779293417930603, -0.4757657051086426, 0.5405330657958984, 1.0074876546859741, -0.3163635730743408, 0.44936132431030273, 0.10591281205415726, 1.3045653104782104, 0.5689272880554199, 0.19747623801231384, -0.8120511770248413, -0.30141937732696533, 1.185913324356079, 0.7000097036361694, -0.09586368501186371, 0.473369300365448, -0.03309334069490433, 0.7384778261184692, 0.6988276243209839, -0.13881316781044006, 0.6916197538375854, 0.6786081194877625, 0.825774073600769, -0.05373603105545044, -1.1036499738693237, -0.0341804176568985, -0.004999280441552401, 0.11565303802490234, -0.5063713192939758, -0.7287916541099548, 0.6334800720214844, 0.44503143429756165, -0.6306887865066528, 0.3005261719226837, -0.8281424045562744, -0.3543185591697693, 0.696873664855957, -0.008509648032486439, -0.32699519395828247, 1.702500581741333, 0.6744232773780823, 0.6008997559547424, 0.612004280090332, -0.646933376789093, 1.3903748989105225, -0.22268658876419067, -0.01935696229338646, -0.0738600343465805, 0.6463638544082642, -0.6810147762298584, 0.1696545034646988, -0.40994352102279663, 0.6401447653770447, -0.01352757029235363, -0.691872239112854, -0.24971862137317657, -0.25925928354263306, -0.08006883412599564, 0.3098422586917877, -0.4248044490814209]"
